@relation solar-flare_2-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.supervised.attribute.Discretize-Rfirst-last

@attribute largest_spot_size {A,R,S,X,K,H}
@attribute spot_distribution {X,O,I,C}
@attribute Activity {'\'(-inf-1.5]\'','\'(1.5-inf)\''}
@attribute Evolution {'\'(-inf-2.5]\'','\'(2.5-inf)\''}
@attribute Previous_24_hour_flare_activity_code {'\'(-inf-2.5]\'','\'(2.5-inf)\''}
@attribute Historically-complex {'\'(-inf-1.5]\'','\'(1.5-inf)\''}
@attribute Did_region_become_historically_complex {'\'(-inf-1.5]\'','\'(1.5-inf)\''}
@attribute Area {'\'(-inf-1.5]\'','\'(1.5-inf)\''}
@attribute Area_of_the_largest_spot {'\'All\''}
@attribute C-class_flares_production_by_this_region {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute M-class_flares_production_by_this_region {'\'All\''}
@attribute X-class_flares_production_by_this_region {'\'All\''}
@attribute class {H,D,C,B,E,F}

@data
S,O,'\'(1.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
R,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
X,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
S,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
A,I,'\'(1.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',D
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
X,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,O,'\'(1.5-inf)\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
H,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
R,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
S,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
A,I,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
R,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
A,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
X,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
S,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',C
S,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
R,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
X,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
S,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',C
A,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',D
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',C
S,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',C
S,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',H
R,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
S,X,'\'(1.5-inf)\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
A,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',D
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
A,I,'\'(1.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',D
S,O,'\'(1.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',F
R,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,I,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',C
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
A,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
A,I,'\'(1.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',D
S,O,'\'(1.5-inf)\'','\'(-inf-2.5]\'','\'(2.5-inf)\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
H,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',F
R,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
R,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
S,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
R,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
S,I,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
R,I,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',C
S,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
X,I,'\'(1.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
S,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
X,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
S,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
R,X,'\'(1.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
X,I,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',B
S,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
X,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
A,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
S,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
X,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',B
S,O,'\'(1.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
R,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
A,I,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
A,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',E
R,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
S,O,'\'(1.5-inf)\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
A,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
S,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',F
A,I,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
R,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
A,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',D
S,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',E
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,O,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,I,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',F
R,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
A,I,'\'(1.5-inf)\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',D
R,C,'\'(1.5-inf)\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(0.5-inf)\'','\'All\'','\'All\'',D
K,X,'\'(-inf-1.5]\'','\'(2.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
R,O,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',C
S,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(-inf-1.5]\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
A,X,'\'(-inf-1.5]\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',H
S,I,'\'(1.5-inf)\'','\'(-inf-2.5]\'','\'(-inf-2.5]\'','\'(1.5-inf)\'','\'(1.5-inf)\'','\'(-inf-1.5]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'',F
